 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5890   3.6500  21.0000   0.3943   5.1342  0.19060E+02  0.19058E+02  0.23563E-02  0.18962E+02  0.66544E-04  0.10006E+00  0.18862E+02  0.10022E+01
   10.5890   3.6600  21.0000   0.3959   5.1483  0.18922E+02  0.18920E+02  0.23732E-02  0.18804E+02  0.65212E-04  0.98197E-01  0.18706E+02  0.10022E+01
   10.5890   3.6700  21.0000   0.3976   5.1623  0.18784E+02  0.18782E+02  0.23902E-02  0.18645E+02  0.63891E-04  0.96294E-01  0.18549E+02  0.10022E+01
   10.5890   3.6800  21.0000   0.3993   5.1764  0.18647E+02  0.18644E+02  0.24075E-02  0.18488E+02  0.62579E-04  0.94519E-01  0.18393E+02  0.10022E+01
   10.5890   3.6900  21.0000   0.4009   5.1905  0.18510E+02  0.18507E+02  0.24250E-02  0.18332E+02  0.61278E-04  0.92783E-01  0.18239E+02  0.10022E+01
   10.5890   3.7000  21.0000   0.4026   5.2045  0.18373E+02  0.18371E+02  0.24426E-02  0.18176E+02  0.59987E-04  0.91083E-01  0.18085E+02  0.10022E+01
   10.5890   3.7100  21.0000   0.4043   5.2186  0.18237E+02  0.18234E+02  0.24605E-02  0.18021E+02  0.58706E-04  0.89421E-01  0.17931E+02  0.10022E+01
   10.5890   3.7200  21.0000   0.4059   5.2327  0.18101E+02  0.18098E+02  0.24785E-02  0.17866E+02  0.57433E-04  0.87794E-01  0.17779E+02  0.10022E+01
   10.5890   3.7300  21.0000   0.4076   5.2467  0.17965E+02  0.17963E+02  0.24968E-02  0.17713E+02  0.56170E-04  0.86202E-01  0.17626E+02  0.10022E+01
   10.5890   3.7400  21.0000   0.4093   5.2608  0.17830E+02  0.17828E+02  0.25153E-02  0.17558E+02  0.54917E-04  0.84640E-01  0.17474E+02  0.10022E+01
   10.5890   3.7500  21.0000   0.4110   5.2749  0.17695E+02  0.17693E+02  0.25340E-02  0.17405E+02  0.53674E-04  0.83117E-01  0.17322E+02  0.10022E+01
   10.5890   3.7600  21.0000   0.4127   5.2889  0.17561E+02  0.17558E+02  0.25529E-02  0.17254E+02  0.52440E-04  0.81625E-01  0.17172E+02  0.10022E+01
   10.5890   3.7700  21.0000   0.4144   5.3030  0.17427E+02  0.17424E+02  0.25721E-02  0.17103E+02  0.51217E-04  0.80167E-01  0.17023E+02  0.10023E+01
   10.5890   3.7800  21.0000   0.4161   5.3171  0.17293E+02  0.17291E+02  0.25914E-02  0.16953E+02  0.50004E-04  0.78739E-01  0.16874E+02  0.10023E+01
   10.5890   3.7900  21.0000   0.4178   5.3311  0.17160E+02  0.17157E+02  0.26110E-02  0.16804E+02  0.48802E-04  0.77342E-01  0.16726E+02  0.10023E+01
   10.5890   3.8000  21.0000   0.4196   5.3452  0.17027E+02  0.17025E+02  0.26308E-02  0.16654E+02  0.47613E-04  0.75974E-01  0.16578E+02  0.10023E+01
   10.5890   3.8100  21.0000   0.4213   5.3593  0.16895E+02  0.16892E+02  0.26509E-02  0.16506E+02  0.46433E-04  0.74636E-01  0.16432E+02  0.10023E+01
   10.5890   3.8200  21.0000   0.4230   5.3733  0.16760E+02  0.16758E+02  0.26710E-02  0.16358E+02  0.45266E-04  0.73327E-01  0.16285E+02  0.10024E+01
   10.5890   3.8300  21.0000   0.4248   5.3874  0.16625E+02  0.16623E+02  0.26915E-02  0.16210E+02  0.44111E-04  0.71983E-01  0.16137E+02  0.10024E+01
   10.5890   3.8400  21.0000   0.4265   5.4015  0.16491E+02  0.16488E+02  0.27123E-02  0.16061E+02  0.42969E-04  0.70728E-01  0.15990E+02  0.10024E+01
   10.5890   3.8500  21.0000   0.4282   5.4155  0.16357E+02  0.16354E+02  0.27333E-02  0.15913E+02  0.41840E-04  0.69490E-01  0.15843E+02  0.10024E+01
   10.5890   3.8600  21.0000   0.4300   5.4296  0.16223E+02  0.16220E+02  0.27546E-02  0.15766E+02  0.40725E-04  0.68287E-01  0.15698E+02  0.10024E+01
   10.5890   3.8700  21.0000   0.4317   5.4437  0.16090E+02  0.16087E+02  0.27761E-02  0.15620E+02  0.39623E-04  0.67111E-01  0.15553E+02  0.10024E+01
   10.5890   3.8800  21.0000   0.4335   5.4577  0.15957E+02  0.15954E+02  0.27979E-02  0.15474E+02  0.38534E-04  0.65960E-01  0.15408E+02  0.10024E+01
   10.5890   3.8900  21.0000   0.4353   5.4718  0.15825E+02  0.15822E+02  0.28200E-02  0.15328E+02  0.37462E-04  0.64834E-01  0.15263E+02  0.10024E+01
   10.5890   3.9000  21.0000   0.4370   5.4859  0.15693E+02  0.15690E+02  0.28423E-02  0.15184E+02  0.36406E-04  0.63732E-01  0.15120E+02  0.10024E+01
   10.5890   3.9100  21.0000   0.4388   5.4999  0.15561E+02  0.15558E+02  0.28649E-02  0.15041E+02  0.35364E-04  0.62653E-01  0.14978E+02  0.10025E+01
   10.5890   3.9200  21.0000   0.4406   5.5140  0.15430E+02  0.15427E+02  0.28878E-02  0.14898E+02  0.34338E-04  0.61598E-01  0.14836E+02  0.10025E+01
   10.5890   3.9300  21.0000   0.4424   5.5281  0.15299E+02  0.15297E+02  0.29110E-02  0.14755E+02  0.33327E-04  0.60565E-01  0.14695E+02  0.10025E+01
   10.5890   3.9400  21.0000   0.4442   5.5421  0.15169E+02  0.15166E+02  0.29344E-02  0.14614E+02  0.32333E-04  0.59554E-01  0.14554E+02  0.10025E+01
   10.5890   3.9500  21.0000   0.4460   5.5562  0.15039E+02  0.15036E+02  0.29582E-02  0.14473E+02  0.31356E-04  0.58564E-01  0.14414E+02  0.10025E+01
   10.5890   3.9600  21.0000   0.4478   5.5703  0.14910E+02  0.14907E+02  0.29822E-02  0.14333E+02  0.30395E-04  0.57595E-01  0.14275E+02  0.10025E+01
   10.5890   3.9700  21.0000   0.4496   5.5843  0.14781E+02  0.14778E+02  0.30065E-02  0.14194E+02  0.29451E-04  0.56647E-01  0.14138E+02  0.10025E+01
   10.5890   3.9800  21.0000   0.4514   5.5984  0.14652E+02  0.14649E+02  0.30312E-02  0.14056E+02  0.28525E-04  0.55720E-01  0.14000E+02  0.10025E+01
   10.5890   3.9900  21.0000   0.4532   5.6125  0.14524E+02  0.14521E+02  0.30561E-02  0.13919E+02  0.27616E-04  0.54811E-01  0.13864E+02  0.10025E+01
   10.5890   4.0000  21.0000   0.4550   5.6265  0.14397E+02  0.14394E+02  0.30814E-02  0.13782E+02  0.26725E-04  0.53923E-01  0.13728E+02  0.10025E+01
   10.5890   4.0100  21.0000   0.4569   5.6406  0.14269E+02  0.14266E+02  0.31069E-02  0.13645E+02  0.25851E-04  0.53054E-01  0.13592E+02  0.10026E+01
   10.5890   4.0200  21.0000   0.4587   5.6547  0.14143E+02  0.14139E+02  0.31329E-02  0.13509E+02  0.24995E-04  0.52200E-01  0.13457E+02  0.10026E+01
   10.5890   4.0300  21.0000   0.4606   5.6687  0.14016E+02  0.14013E+02  0.31591E-02  0.13374E+02  0.24158E-04  0.51370E-01  0.13322E+02  0.10026E+01
   10.5890   4.0400  21.0000   0.4624   5.6828  0.13890E+02  0.13887E+02  0.31856E-02  0.13239E+02  0.23338E-04  0.50558E-01  0.13188E+02  0.10026E+01
   10.5890   4.0500  21.0000   0.4643   5.6969  0.13765E+02  0.13761E+02  0.32125E-02  0.13106E+02  0.22536E-04  0.49763E-01  0.13056E+02  0.10026E+01
   10.5890   4.0600  21.0000   0.4661   5.7109  0.13639E+02  0.13636E+02  0.32398E-02  0.12972E+02  0.21753E-04  0.48985E-01  0.12923E+02  0.10026E+01
   10.5890   4.0700  21.0000   0.4680   5.7250  0.13515E+02  0.13511E+02  0.32674E-02  0.12839E+02  0.20988E-04  0.48223E-01  0.12791E+02  0.10026E+01
   10.5890   4.0800  21.0000   0.4699   5.7391  0.13390E+02  0.13387E+02  0.32953E-02  0.12707E+02  0.20240E-04  0.47477E-01  0.12660E+02  0.10026E+01
   10.5890   4.0900  21.0000   0.4717   5.7531  0.13266E+02  0.13263E+02  0.33235E-02  0.12575E+02  0.19511E-04  0.46747E-01  0.12529E+02  0.10027E+01
   10.5890   4.1000  21.0000   0.4736   5.7672  0.13140E+02  0.13137E+02  0.33521E-02  0.12443E+02  0.18800E-04  0.46032E-01  0.12397E+02  0.10027E+01
   10.5890   4.1100  21.0000   0.4755   5.7813  0.13015E+02  0.13012E+02  0.33812E-02  0.12312E+02  0.18106E-04  0.45332E-01  0.12266E+02  0.10027E+01
   10.5890   4.1200  21.0000   0.4774   5.7953  0.12891E+02  0.12887E+02  0.34106E-02  0.12181E+02  0.17433E-04  0.44664E-01  0.12137E+02  0.10027E+01
   10.5890   4.1300  21.0000   0.4793   5.8094  0.12767E+02  0.12764E+02  0.34404E-02  0.12052E+02  0.16773E-04  0.43994E-01  0.12008E+02  0.10028E+01
   10.5890   4.1400  21.0000   0.4812   5.8235  0.12644E+02  0.12640E+02  0.34706E-02  0.11923E+02  0.16133E-04  0.43339E-01  0.11880E+02  0.10028E+01
   10.5890   4.1500  21.0000   0.4831   5.8375  0.12520E+02  0.12517E+02  0.35012E-02  0.11795E+02  0.15511E-04  0.42697E-01  0.11753E+02  0.10028E+01
   10.5890   4.1600  21.0000   0.4850   5.8516  0.12398E+02  0.12394E+02  0.35322E-02  0.11668E+02  0.14905E-04  0.42069E-01  0.11626E+02  0.10028E+01
   10.5890   4.1700  21.0000   0.4870   5.8657  0.12276E+02  0.12272E+02  0.35637E-02  0.11541E+02  0.14317E-04  0.41455E-01  0.11500E+02  0.10028E+01
   10.5890   4.1800  21.0000   0.4889   5.8797  0.12154E+02  0.12151E+02  0.35955E-02  0.11415E+02  0.13746E-04  0.40854E-01  0.11374E+02  0.10028E+01
   10.5890   4.1900  21.0000   0.4908   5.8938  0.12033E+02  0.12030E+02  0.36278E-02  0.11289E+02  0.13192E-04  0.40267E-01  0.11249E+02  0.10028E+01
   10.5890   4.2000  21.0000   0.4928   5.9079  0.11913E+02  0.11909E+02  0.36605E-02  0.11165E+02  0.12654E-04  0.39691E-01  0.11125E+02  0.10028E+01
   10.5890   4.2100  21.0000   0.4947   5.9219  0.11793E+02  0.11789E+02  0.36936E-02  0.11041E+02  0.12133E-04  0.39128E-01  0.11002E+02  0.10029E+01
   10.5890   4.2200  21.0000   0.4967   5.9360  0.11673E+02  0.11669E+02  0.37272E-02  0.10917E+02  0.11627E-04  0.38578E-01  0.10879E+02  0.10029E+01
   10.5890   4.2300  21.0000   0.4986   5.9501  0.11554E+02  0.11550E+02  0.37612E-02  0.10795E+02  0.11138E-04  0.38040E-01  0.10757E+02  0.10029E+01
   10.5890   4.2400  21.0000   0.5006   5.9641  0.11436E+02  0.11432E+02  0.37957E-02  0.10673E+02  0.10664E-04  0.37512E-01  0.10635E+02  0.10029E+01
   10.5890   4.2500  21.0000   0.5026   5.9782  0.11318E+02  0.11314E+02  0.38307E-02  0.10551E+02  0.10206E-04  0.36997E-01  0.10514E+02  0.10029E+01
   10.5890   4.2600  21.0000   0.5045   5.9923  0.11200E+02  0.11196E+02  0.38662E-02  0.10430E+02  0.97626E-05  0.36497E-01  0.10394E+02  0.10029E+01
   10.5890   4.2700  21.0000   0.5065   6.0063  0.11083E+02  0.11079E+02  0.39021E-02  0.10311E+02  0.93341E-05  0.35998E-01  0.10275E+02  0.10029E+01
   10.5890   4.2800  21.0000   0.5085   6.0204  0.10967E+02  0.10963E+02  0.39385E-02  0.10192E+02  0.89202E-05  0.35427E-01  0.10156E+02  0.10030E+01
   10.5890   4.2900  21.0000   0.5105   6.0345  0.10851E+02  0.10847E+02  0.39755E-02  0.10074E+02  0.85205E-05  0.34959E-01  0.10039E+02  0.10030E+01
   10.5890   4.3000  21.0000   0.5125   6.0485  0.10735E+02  0.10731E+02  0.40129E-02  0.99560E+01  0.81348E-05  0.34497E-01  0.99215E+01  0.10030E+01
   10.5890   4.3100  21.0000   0.5145   6.0626  0.10620E+02  0.10616E+02  0.40508E-02  0.98391E+01  0.77626E-05  0.34049E-01  0.98050E+01  0.10030E+01
   10.5890   4.3200  21.0000   0.5165   6.0767  0.10506E+02  0.10502E+02  0.40893E-02  0.97229E+01  0.74039E-05  0.33612E-01  0.96893E+01  0.10030E+01
   10.5890   4.3300  21.0000   0.5186   6.0907  0.10392E+02  0.10388E+02  0.41284E-02  0.96073E+01  0.70586E-05  0.33183E-01  0.95741E+01  0.10030E+01
   10.5890   4.3400  21.0000   0.5206   6.1048  0.10278E+02  0.10274E+02  0.41679E-02  0.94924E+01  0.67257E-05  0.32765E-01  0.94596E+01  0.10030E+01
   10.5890   4.3500  21.0000   0.5226   6.1189  0.10165E+02  0.10161E+02  0.42081E-02  0.93780E+01  0.64054E-05  0.32356E-01  0.93457E+01  0.10031E+01
   10.5890   4.3600  21.0000   0.5247   6.1329  0.10053E+02  0.10049E+02  0.42488E-02  0.92646E+01  0.60972E-05  0.31957E-01  0.92326E+01  0.10031E+01
   10.5890   4.3700  21.0000   0.5267   6.1470  0.99411E+01  0.99369E+01  0.42900E-02  0.91520E+01  0.58014E-05  0.31565E-01  0.91204E+01  0.10031E+01
   10.5890   4.3800  21.0000   0.5288   6.1611  0.98290E+01  0.98247E+01  0.43319E-02  0.90395E+01  0.55168E-05  0.31182E-01  0.90083E+01  0.10031E+01
   10.5890   4.3900  21.0000   0.5308   6.1751  0.97172E+01  0.97128E+01  0.43742E-02  0.89277E+01  0.52434E-05  0.30809E-01  0.88968E+01  0.10032E+01
   10.5890   4.4000  21.0000   0.5329   6.1892  0.96060E+01  0.96016E+01  0.44173E-02  0.88164E+01  0.49803E-05  0.30443E-01  0.87860E+01  0.10032E+01
   10.5890   4.4100  21.0000   0.5350   6.2033  0.94953E+01  0.94909E+01  0.44609E-02  0.87057E+01  0.47285E-05  0.30085E-01  0.86756E+01  0.10032E+01
   10.5890   4.4200  21.0000   0.5371   6.2173  0.93853E+01  0.93808E+01  0.45052E-02  0.85954E+01  0.44872E-05  0.29735E-01  0.85657E+01  0.10032E+01
   10.5890   4.4300  21.0000   0.5392   6.2314  0.92758E+01  0.92712E+01  0.45502E-02  0.84867E+01  0.42557E-05  0.29393E-01  0.84573E+01  0.10032E+01
   10.5890   4.4400  21.0000   0.5412   6.2455  0.91669E+01  0.91623E+01  0.45958E-02  0.83788E+01  0.40340E-05  0.29059E-01  0.83498E+01  0.10032E+01
   10.5890   4.4500  21.0000   0.5434   6.2595  0.90587E+01  0.90541E+01  0.46420E-02  0.82718E+01  0.38217E-05  0.28732E-01  0.82430E+01  0.10033E+01
   10.5890   4.4600  21.0000   0.5455   6.2736  0.89511E+01  0.89464E+01  0.46890E-02  0.81652E+01  0.36186E-05  0.28414E-01  0.81368E+01  0.10033E+01
   10.5890   4.4700  21.0000   0.5476   6.2877  0.88441E+01  0.88393E+01  0.47366E-02  0.80593E+01  0.34244E-05  0.28103E-01  0.80312E+01  0.10033E+01
   10.5890   4.4800  21.0000   0.5497   6.3017  0.87376E+01  0.87329E+01  0.47849E-02  0.79542E+01  0.32388E-05  0.27799E-01  0.79264E+01  0.10033E+01
   10.5890   4.4900  21.0000   0.5518   6.3158  0.86319E+01  0.86270E+01  0.48339E-02  0.78496E+01  0.30615E-05  0.27502E-01  0.78221E+01  0.10033E+01
   10.5890   4.5000  21.0000   0.5540   6.3299  0.85266E+01  0.85218E+01  0.48837E-02  0.77460E+01  0.28922E-05  0.27212E-01  0.77187E+01  0.10033E+01
   10.5890   4.5100  21.0000   0.5561   6.3439  0.84221E+01  0.84172E+01  0.49341E-02  0.76428E+01  0.27308E-05  0.26930E-01  0.76159E+01  0.10034E+01
   10.5890   4.5200  21.0000   0.5583   6.3580  0.83182E+01  0.83132E+01  0.49854E-02  0.75407E+01  0.25768E-05  0.26654E-01  0.75140E+01  0.10034E+01
   10.5890   4.5300  21.0000   0.5604   6.3721  0.82148E+01  0.82098E+01  0.50373E-02  0.74392E+01  0.24300E-05  0.26426E-01  0.74128E+01  0.10034E+01
   10.5890   4.5400  21.0000   0.5626   6.3861  0.81120E+01  0.81069E+01  0.50901E-02  0.73385E+01  0.22903E-05  0.26161E-01  0.73124E+01  0.10034E+01
   10.5890   4.5500  21.0000   0.5648   6.4002  0.80097E+01  0.80045E+01  0.51436E-02  0.72385E+01  0.21573E-05  0.25903E-01  0.72126E+01  0.10034E+01
   10.5890   4.5600  21.0000   0.5669   6.4142  0.79080E+01  0.79028E+01  0.51979E-02  0.71392E+01  0.20308E-05  0.25651E-01  0.71136E+01  0.10035E+01
   10.5890   4.5700  21.0000   0.5691   6.4283  0.78070E+01  0.78018E+01  0.52531E-02  0.70403E+01  0.19105E-05  0.25404E-01  0.70148E+01  0.10035E+01
   10.5890   4.5800  21.0000   0.5713   6.4424  0.77073E+01  0.77020E+01  0.53093E-02  0.69429E+01  0.17962E-05  0.25163E-01  0.69177E+01  0.10035E+01
   10.5890   4.5900  21.0000   0.5735   6.4564  0.76068E+01  0.76014E+01  0.53658E-02  0.68456E+01  0.16877E-05  0.24928E-01  0.68207E+01  0.10035E+01
   10.5890   4.6000  21.0000   0.5757   6.4705  0.75071E+01  0.75017E+01  0.54236E-02  0.67494E+01  0.15847E-05  0.24700E-01  0.67247E+01  0.10036E+01
   10.5890   4.6100  21.0000   0.5780   6.4846  0.74083E+01  0.74028E+01  0.54822E-02  0.66540E+01  0.14871E-05  0.24477E-01  0.66295E+01  0.10036E+01
   10.5890   4.6200  21.0000   0.5802   6.4986  0.73101E+01  0.73046E+01  0.55416E-02  0.65594E+01  0.13945E-05  0.24259E-01  0.65352E+01  0.10036E+01
   10.5890   4.6300  21.0000   0.5824   6.5127  0.72126E+01  0.72070E+01  0.56020E-02  0.64652E+01  0.13068E-05  0.24048E-01  0.64412E+01  0.10036E+01
   10.5890   4.6400  21.0000   0.5846   6.5268  0.71158E+01  0.71101E+01  0.56632E-02  0.63719E+01  0.12238E-05  0.23836E-01  0.63481E+01  0.10036E+01
   10.5890   4.6500  21.0000   0.5869   6.5408  0.70192E+01  0.70135E+01  0.57255E-02  0.62792E+01  0.11453E-05  0.23639E-01  0.62555E+01  0.10037E+01
   10.5890   4.6600  21.0000   0.5891   6.5549  0.69238E+01  0.69180E+01  0.57888E-02  0.61872E+01  0.10711E-05  0.23448E-01  0.61638E+01  0.10037E+01
   10.5890   4.6700  21.0000   0.5914   6.5690  0.68289E+01  0.68231E+01  0.58530E-02  0.60960E+01  0.10010E-05  0.23262E-01  0.60727E+01  0.10037E+01
   10.5890   4.6800  21.0000   0.5937   6.5830  0.67348E+01  0.67288E+01  0.59181E-02  0.60057E+01  0.93484E-06  0.23082E-01  0.59826E+01  0.10037E+01
   10.5890   4.6900  21.0000   0.5960   6.5971  0.66413E+01  0.66353E+01  0.59843E-02  0.59162E+01  0.87244E-06  0.22907E-01  0.58933E+01  0.10037E+01
   10.5890   4.7000  21.0000   0.5982   6.6112  0.65485E+01  0.65425E+01  0.60515E-02  0.58275E+01  0.81355E-06  0.22737E-01  0.58048E+01  0.10037E+01
   10.5890   4.7100  21.0000   0.6005   6.6252  0.64565E+01  0.64504E+01  0.61198E-02  0.57396E+01  0.75813E-06  0.22572E-01  0.57170E+01  0.10038E+01
   10.5890   4.7200  21.0000   0.6028   6.6393  0.63652E+01  0.63590E+01  0.61891E-02  0.56526E+01  0.70595E-06  0.22413E-01  0.56302E+01  0.10038E+01
   10.5890   4.7300  21.0000   0.6051   6.6534  0.62746E+01  0.62683E+01  0.62596E-02  0.55659E+01  0.65686E-06  0.22258E-01  0.55436E+01  0.10038E+01
   10.5890   4.7400  21.0000   0.6075   6.6674  0.61847E+01  0.61784E+01  0.63311E-02  0.54805E+01  0.61073E-06  0.22108E-01  0.54584E+01  0.10038E+01
   10.5890   4.7500  21.0000   0.6098   6.6815  0.60953E+01  0.60889E+01  0.64036E-02  0.53958E+01  0.56741E-06  0.21963E-01  0.53738E+01  0.10039E+01
   10.5890   4.7600  21.0000   0.6121   6.6956  0.60067E+01  0.60002E+01  0.64776E-02  0.53121E+01  0.52673E-06  0.21822E-01  0.52903E+01  0.10039E+01
   10.5890   4.7700  21.0000   0.6145   6.7096  0.59190E+01  0.59124E+01  0.65525E-02  0.52292E+01  0.48861E-06  0.21687E-01  0.52075E+01  0.10039E+01
   10.5890   4.7800  21.0000   0.6168   6.7237  0.58319E+01  0.58253E+01  0.66287E-02  0.51470E+01  0.45288E-06  0.21556E-01  0.51255E+01  0.10039E+01
   10.5890   4.7900  21.0000   0.6192   6.7378  0.57459E+01  0.57392E+01  0.67060E-02  0.50657E+01  0.41945E-06  0.21429E-01  0.50443E+01  0.10039E+01
   10.5890   4.8000  21.0000   0.6215   6.7518  0.56588E+01  0.56520E+01  0.67844E-02  0.49842E+01  0.38813E-06  0.21307E-01  0.49629E+01  0.10040E+01
   10.5890   4.8100  21.0000   0.6239   6.7659  0.55730E+01  0.55662E+01  0.68642E-02  0.49037E+01  0.35886E-06  0.21190E-01  0.48825E+01  0.10040E+01
   10.5890   4.8200  21.0000   0.6263   6.7800  0.54881E+01  0.54811E+01  0.69454E-02  0.48240E+01  0.33153E-06  0.21077E-01  0.48030E+01  0.10040E+01
   10.5890   4.8300  21.0000   0.6287   6.7940  0.54053E+01  0.53983E+01  0.70284E-02  0.47455E+01  0.30601E-06  0.20968E-01  0.47245E+01  0.10040E+01
   10.5890   4.8400  21.0000   0.6311   6.8081  0.53203E+01  0.53132E+01  0.71112E-02  0.46663E+01  0.28222E-06  0.20863E-01  0.46455E+01  0.10041E+01
   10.5890   4.8500  21.0000   0.6335   6.8222  0.52368E+01  0.52296E+01  0.71965E-02  0.45885E+01  0.26006E-06  0.20763E-01  0.45678E+01  0.10041E+01
   10.5890   4.8600  21.0000   0.6359   6.8362  0.51548E+01  0.51475E+01  0.72830E-02  0.45119E+01  0.23943E-06  0.20668E-01  0.44913E+01  0.10041E+01
   10.5890   4.8700  21.0000   0.6383   6.8503  0.50736E+01  0.50662E+01  0.73709E-02  0.44361E+01  0.22025E-06  0.20576E-01  0.44155E+01  0.10041E+01
   10.5890   4.8800  21.0000   0.6407   6.8644  0.49932E+01  0.49857E+01  0.74602E-02  0.43611E+01  0.20243E-06  0.20488E-01  0.43406E+01  0.10042E+01
   10.5890   4.8900  21.0000   0.6432   6.8784  0.49134E+01  0.49058E+01  0.75509E-02  0.42870E+01  0.18586E-06  0.20393E-01  0.42666E+01  0.10042E+01
   10.5890   4.9000  21.0000   0.6456   6.8925  0.48345E+01  0.48269E+01  0.76431E-02  0.42139E+01  0.17051E-06  0.20316E-01  0.41935E+01  0.10042E+01
   10.5890   4.9100  21.0000   0.6481   6.9066  0.47565E+01  0.47487E+01  0.77368E-02  0.41415E+01  0.15628E-06  0.20242E-01  0.41212E+01  0.10042E+01
   10.5890   4.9200  21.0000   0.6505   6.9206  0.46791E+01  0.46713E+01  0.78320E-02  0.40699E+01  0.14311E-06  0.20172E-01  0.40497E+01  0.10043E+01
   10.5890   4.9300  21.0000   0.6530   6.9347  0.46025E+01  0.45946E+01  0.79287E-02  0.39994E+01  0.13092E-06  0.20106E-01  0.39793E+01  0.10043E+01
   10.5890   4.9400  21.0000   0.6555   6.9488  0.45266E+01  0.45186E+01  0.80270E-02  0.39295E+01  0.11966E-06  0.20044E-01  0.39095E+01  0.10043E+01
   10.5890   4.9500  21.0000   0.6580   6.9628  0.44506E+01  0.44424E+01  0.81271E-02  0.38599E+01  0.10926E-06  0.19984E-01  0.38399E+01  0.10043E+01
   10.5890   4.9600  21.0000   0.6605   6.9769  0.43766E+01  0.43683E+01  0.82286E-02  0.37916E+01  0.99695E-07  0.19929E-01  0.37717E+01  0.10043E+01
   10.5890   4.9700  21.0000   0.6630   6.9910  0.43032E+01  0.42949E+01  0.83318E-02  0.37241E+01  0.90833E-07  0.19878E-01  0.37042E+01  0.10044E+01
   10.5890   4.9800  21.0000   0.6655   7.0050  0.42302E+01  0.42217E+01  0.84365E-02  0.36570E+01  0.82694E-07  0.19826E-01  0.36372E+01  0.10044E+01
   10.5890   4.9900  21.0000   0.6680   7.0191  0.41575E+01  0.41489E+01  0.85430E-02  0.35901E+01  0.75204E-07  0.19782E-01  0.35703E+01  0.10045E+01
   10.5890   5.0000  21.0000   0.6706   7.0332  0.40850E+01  0.40764E+01  0.86511E-02  0.35238E+01  0.68334E-07  0.19742E-01  0.35041E+01  0.10045E+01
   10.5890   5.0100  21.0000   0.6731   7.0472  0.40137E+01  0.40049E+01  0.87619E-02  0.34586E+01  0.62028E-07  0.19706E-01  0.34389E+01  0.10045E+01
   10.5890   5.0200  21.0000   0.6757   7.0613  0.39471E+01  0.39382E+01  0.88762E-02  0.33958E+01  0.56244E-07  0.19673E-01  0.33761E+01  0.10042E+01
   10.5890   5.0300  21.0000   0.6783   7.0754  0.38717E+01  0.38628E+01  0.89862E-02  0.33289E+01  0.50936E-07  0.19644E-01  0.33093E+01  0.10047E+01
   10.5890   5.0400  21.0000   0.6808   7.0894  0.38014E+01  0.37923E+01  0.91028E-02  0.32652E+01  0.46096E-07  0.19618E-01  0.32456E+01  0.10046E+01
   10.5890   5.0500  21.0000   0.6834   7.1035  0.37329E+01  0.37237E+01  0.92207E-02  0.32031E+01  0.41663E-07  0.19594E-01  0.31835E+01  0.10046E+01
   10.5890   5.0600  21.0000   0.6860   7.1176  0.36654E+01  0.36560E+01  0.93403E-02  0.31420E+01  0.37617E-07  0.19575E-01  0.31225E+01  0.10046E+01
   10.5890   5.0700  21.0000   0.6886   7.1316  0.35987E+01  0.35892E+01  0.94617E-02  0.30816E+01  0.33928E-07  0.19560E-01  0.30620E+01  0.10047E+01
   10.5890   5.0800  21.0000   0.6912   7.1457  0.35329E+01  0.35233E+01  0.95855E-02  0.30222E+01  0.30563E-07  0.19548E-01  0.30027E+01  0.10047E+01
   10.5890   5.0900  21.0000   0.6938   7.1598  0.34685E+01  0.34588E+01  0.97112E-02  0.29641E+01  0.27502E-07  0.19539E-01  0.29446E+01  0.10047E+01
   10.5890   5.1000  21.0000   0.6965   7.1738  0.34049E+01  0.33951E+01  0.98386E-02  0.29068E+01  0.24719E-07  0.19534E-01  0.28872E+01  0.10047E+01
   10.5890   5.1100  21.0000   0.6991   7.1879  0.33419E+01  0.33319E+01  0.99682E-02  0.28499E+01  0.22192E-07  0.19532E-01  0.28304E+01  0.10047E+01
   10.5890   5.1200  21.0000   0.7017   7.2020  0.32794E+01  0.32693E+01  0.10100E-01  0.27938E+01  0.19890E-07  0.19534E-01  0.27743E+01  0.10048E+01
   10.5890   5.1300  21.0000   0.7044   7.2160  0.32177E+01  0.32075E+01  0.10234E-01  0.27381E+01  0.17819E-07  0.19539E-01  0.27186E+01  0.10048E+01
   10.5890   5.1400  21.0000   0.7071   7.2301  0.31559E+01  0.31456E+01  0.10370E-01  0.26830E+01  0.15939E-07  0.19547E-01  0.26635E+01  0.10048E+01
   10.5890   5.1500  21.0000   0.7098   7.2442  0.30960E+01  0.30855E+01  0.10509E-01  0.26289E+01  0.14239E-07  0.19559E-01  0.26093E+01  0.10048E+01
   10.5890   5.1600  21.0000   0.7124   7.2582  0.30367E+01  0.30260E+01  0.10649E-01  0.25753E+01  0.12703E-07  0.19573E-01  0.25557E+01  0.10049E+01
   10.5890   5.1700  21.0000   0.7151   7.2723  0.29778E+01  0.29670E+01  0.10792E-01  0.25222E+01  0.11317E-07  0.19592E-01  0.25027E+01  0.10049E+01
   10.5890   5.1800  21.0000   0.7178   7.2864  0.29191E+01  0.29081E+01  0.10936E-01  0.24696E+01  0.10069E-07  0.19613E-01  0.24500E+01  0.10050E+01
